filename,width,height,aspect_ratio,category,suggested_use,path,assunto,descricao_assunto
4077005155664135.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4077005155664135.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3853103978054255.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3853103978054255.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4342142619150386.jpg,1080,900,1.2,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4342142619150386.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
274176601386293.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/274176601386293.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4347244541973527.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4347244541973527.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
642049354599014.jpg,2048,1652,1.24,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/642049354599014.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
967195858751027.jpg,1280,853,1.5,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/967195858751027.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
210190057784948.jpg,1080,1358,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/210190057784948.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
960926296044650.jpg,1080,1316,0.82,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/960926296044650.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3768778036486850.jpg,810,1080,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3768778036486850.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4170514949646488.jpg,960,732,1.31,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4170514949646488.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3952133521484633.jpg,960,540,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3952133521484633.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
255405996596687.jpg,1073,784,1.37,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/255405996596687.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4156990187665631.jpg,1080,808,1.34,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4156990187665631.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
279723610831592.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/279723610831592.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
246302927506994.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/246302927506994.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
3789103731120947.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3789103731120947.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3819706358060684.jpg,690,862,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3819706358060684.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4353695337995114.jpg,960,577,1.66,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4353695337995114.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
780237047446910.jpg,1080,1350,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/780237047446910.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
394376569366295.jpg,710,710,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/394376569366295.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4025373514160633.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4025373514160633.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4078391802192137.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4078391802192137.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
667891318681484.jpg,1280,960,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/667891318681484.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
399422915528327.jpg,1000,987,1.01,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/399422915528327.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
773451688125446.jpg,2048,1224,1.67,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/773451688125446.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
277437214393565.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/277437214393565.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
624158066388143.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/624158066388143.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
245629184241035.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/245629184241035.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4009973702367281.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4009973702367281.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
335174755286477.jpg,960,703,1.37,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/335174755286477.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
562376235899660.jpg,960,725,1.32,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/562376235899660.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
219138696890084.jpg,1080,642,1.68,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/219138696890084.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
672917761512173.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/672917761512173.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
225333936270560.jpg,960,540,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/225333936270560.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4153104231387560.jpg,960,599,1.6,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4153104231387560.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
377217937748825.jpg,540,398,1.36,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/377217937748825.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
614719790665304.jpg,1080,534,2.02,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/614719790665304.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3841237042574282.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3841237042574282.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
855475786589702.jpg,2048,1639,1.25,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/855475786589702.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4183753468322636.jpg,1280,590,2.17,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4183753468322636.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4015551148476203.jpg,1504,2015,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4015551148476203.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
262524292551524.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/262524292551524.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3874682892563030.jpg,960,540,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3874682892563030.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
246303054173648.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/246303054173648.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4077004848997499.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4077004848997499.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
319122670225019.jpg,960,868,1.11,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/319122670225019.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
310760621061224.jpg,960,684,1.4,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/310760621061224.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
292997046170915.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/292997046170915.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3894820283882624.jpg,960,719,1.34,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3894820283882624.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4150229055008411.jpg,960,756,1.27,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4150229055008411.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
284246653712621.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/284246653712621.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3907482965949689.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3907482965949689.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
372609191543033.jpg,540,396,1.36,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/372609191543033.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3776145249083462.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3776145249083462.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
294365832700703.jpg,960,585,1.64,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/294365832700703.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
3952133618151290.jpg,540,960,0.56,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3952133618151290.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3745357445495576.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3745357445495576.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4241869319177717.jpg,960,707,1.36,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4241869319177717.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
754779086659373.jpg,1010,1010,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/754779086659373.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3952140221483963.jpg,590,1280,0.46,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3952140221483963.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4076642192367098.jpg,1280,960,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4076642192367098.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3643137212384267.jpg,810,1080,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3643137212384267.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
357037226433563.jpg,960,724,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/357037226433563.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
3710074842357170.jpg,960,812,1.18,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3710074842357170.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4287570771274238.jpg,1080,703,1.54,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4287570771274238.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
232255605578393.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/232255605578393.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4028519307179387.jpg,700,700,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4028519307179387.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
742167511253864.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/742167511253864.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3894820347215951.jpg,960,807,1.19,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3894820347215951.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
217429170394370.jpg,960,610,1.57,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/217429170394370.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
324710752999544.jpg,1440,810,1.78,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/324710752999544.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
738095614994387.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/738095614994387.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4010037779027540.jpg,1080,810,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4010037779027540.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
243691887768098.jpg,960,779,1.23,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/243691887768098.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
613088814161735.jpg,1080,649,1.66,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/613088814161735.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3934808509883801.jpg,540,960,0.56,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3934808509883801.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
255449743258979.jpg,1080,630,1.71,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/255449743258979.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3682166021814719.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3682166021814719.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
277437164393570.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/277437164393570.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4361469257217722.jpg,1071,803,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4361469257217722.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4353696254661689.jpg,960,649,1.48,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4353696254661689.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
327176022753017.jpg,1023,870,1.18,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/327176022753017.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3855932204438099.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3855932204438099.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3579648145399841.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3579648145399841.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
780236690780279.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/780236690780279.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4178025712228745.jpg,1080,934,1.16,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4178025712228745.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4295386837159298.jpg,905,1280,0.71,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4295386837159298.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
275712354566051.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/275712354566051.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
232255575578396.jpg,960,773,1.24,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/232255575578396.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
246303270840293.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/246303270840293.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
218215710315716.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/218215710315716.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
212327617571192.jpg,1080,484,2.23,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/212327617571192.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
274176881386265.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/274176881386265.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4162575173773799.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4162575173773799.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3597943633570292.jpg,1440,1205,1.2,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3597943633570292.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
